ihh,title,author,genre,quantity,shelf,ISBN,category
B00281,Murder on the Orient Express — Library00281,Agatha Christie,Mystery,5,A31,LIB0000000281,Leisure
B00282,The Alchemist — Library00282,Paulo Coelho,Fiction,1,A32,LIB0000000282,Leisure
B00283,Educated — Library00283,Tara Westover,Memoir,1,A33,LIB0000000283,Leisure
B00284,Rich Dad Poor Dad — Library00284,Robert Kiyosaki,Finance,1,A34,LIB0000000284,Academic
B00285,The Diary of a Young Girl — Library00285,Anne Frank,Biography,3,A35,LIB0000000285,Leisure
B00286,Harry Potter and the Philosopher's Stone — Library00286,J.K. Rowling,Fantasy,1,A36,LIB0000000286,Leisure
B00287,Atomic Habits — Library00287,James Clear,Self-Help,2,A37,LIB0000000287,Leisure
B00288,Rich Dad Poor Dad — Library00288,Robert Kiyosaki,Finance,3,A38,LIB0000000288,Academic
B00289,Rich Dad Poor Dad — Library00289,Robert Kiyosaki,Finance,5,A39,LIB0000000289,Academic
B00290,Educated — Library00290,Tara Westover,Memoir,5,A40,LIB0000000290,Leisure
B00291,Rich Dad Poor Dad — Library00291,Robert Kiyosaki,Finance,1,A41,LIB0000000291,Academic
B00292,1984 — Library00292,George Orwell,Dystopian,1,A42,LIB0000000292,Leisure
B00293,Rich Dad Poor Dad — Library00293,Robert Kiyosaki,Finance,5,A43,LIB0000000293,Academic
B00294,"The Lion, the Witch and the Wardrobe — Library00294",C.S. Lewis,Fantasy,3,A44,LIB0000000294,Leisure
B00295,Educated — Library00295,Tara Westover,Memoir,0,A45,LIB0000000295,Leisure
B00296,Educated — Library00296,Tara Westover,Memoir,3,A46,LIB0000000296,Leisure
B00297,Pride and Prejudice — Library00297,Jane Austen,Romance,1,A47,LIB0000000297,Leisure
B00298,Sapiens — Library00298,Yuval Noah Harari,History,3,A48,LIB0000000298,Leisure
B00299,The Great Gatsby — Library00299,F. Scott Fitzgerald,Classic,2,A49,LIB0000000299,Leisure
B00300,Sapiens — Library00300,Yuval Noah Harari,History,1,A50,LIB0000000300,Leisure
B00301,Pride and Prejudice — Library00301,Jane Austen,Romance,0,A1,LIB0000000301,Leisure
B00302,It Ends with Us — Library00302,Colleen Hoover,Romance,1,A2,LIB0000000302,Leisure
B00303,The Catcher in the Rye — Library00303,J.D. Salinger,Coming-of-Age,2,A3,LIB0000000303,Leisure
B00304,1984 — Library00304,George Orwell,Dystopian,0,A4,LIB0000000304,Leisure
B00305,The Psychology of Money — Library00305,Morgan Housel,Finance,2,A5,LIB0000000305,Academic
B00306,The Great Gatsby — Library00306,F. Scott Fitzgerald,Classic,5,A6,LIB0000000306,Leisure
B00307,The Da Vinci Code — Library00307,Dan Brown,Mystery,3,A7,LIB0000000307,Leisure
B00308,It Ends with Us — Library00308,Colleen Hoover,Romance,4,A8,LIB0000000308,Leisure
B00309,To Kill a Mockingbird — Library00309,Harper Lee,Fiction,0,A9,LIB0000000309,Leisure
B00310,"The Lion, the Witch and the Wardrobe — Library00310",C.S. Lewis,Fantasy,2,A10,LIB0000000310,Leisure
B00311,The Book Thief — Library00311,Markus Zusak,Historical Fiction,4,A11,LIB0000000311,Leisure
B00312,1984 — Library00312,George Orwell,Dystopian,0,A12,LIB0000000312,Leisure
B00313,"The Lion, the Witch and the Wardrobe — Library00313",C.S. Lewis,Fantasy,4,A13,LIB0000000313,Leisure
B00314,The Fault in Our Stars — Library00314,John Green,Romance,2,A14,LIB0000000314,Leisure
B00315,Atomic Habits — Library00315,James Clear,Self-Help,2,A15,LIB0000000315,Leisure
B00316,The Fault in Our Stars — Library00316,John Green,Romance,4,A16,LIB0000000316,Leisure
B00317,The Da Vinci Code — Library00317,Dan Brown,Mystery,0,A17,LIB0000000317,Leisure
B00318,The Catcher in the Rye — Library00318,J.D. Salinger,Coming-of-Age,4,A18,LIB0000000318,Leisure
B00319,The Hunger Games — Library00319,Suzanne Collins,Dystopian,2,A19,LIB0000000319,Leisure
B00320,The Hobbit — Library00320,J.R.R. Tolkien,Fantasy,5,A20,LIB0000000320,Leisure
B00321,The Fault in Our Stars — Library00321,John Green,Romance,0,A21,LIB0000000321,Leisure
B00322,The Da Vinci Code — Library00322,Dan Brown,Mystery,4,A22,LIB0000000322,Leisure
B00323,It Ends with Us — Library00323,Colleen Hoover,Romance,5,A23,LIB0000000323,Leisure
B00324,Atomic Habits — Library00324,James Clear,Self-Help,5,A24,LIB0000000324,Leisure
B00325,It Ends with Us — Library00325,Colleen Hoover,Romance,1,A25,LIB0000000325,Leisure
B00326,The Great Gatsby — Library00326,F. Scott Fitzgerald,Classic,3,A26,LIB0000000326,Leisure
B00327,Percy Jackson: The Lightning Thief — Library00327,Rick Riordan,Fantasy,5,A27,LIB0000000327,Leisure
B00328,Ikigai — Library00328,Héctor García,Self-Help,2,A28,LIB0000000328,Leisure
B00329,Murder on the Orient Express — Library00329,Agatha Christie,Mystery,2,A29,LIB0000000329,Leisure
B00330,It Ends with Us — Library00330,Colleen Hoover,Romance,0,A30,LIB0000000330,Leisure
B00331,Atomic Habits — Library00331,James Clear,Self-Help,2,A31,LIB0000000331,Leisure
B00332,The Da Vinci Code — Library00332,Dan Brown,Mystery,2,A32,LIB0000000332,Leisure
B00333,It Ends with Us — Library00333,Colleen Hoover,Romance,3,A33,LIB0000000333,Leisure
B00334,To Kill a Mockingbird — Library00334,Harper Lee,Fiction,3,A34,LIB0000000334,Leisure
B00335,The Midnight Library — Library00335,Matt Haig,Fiction,2,A35,LIB0000000335,Leisure
B00336,Angels & Demons — Library00336,Dan Brown,Thriller,1,A36,LIB0000000336,Leisure
B00337,The Hunger Games — Library00337,Suzanne Collins,Dystopian,3,A37,LIB0000000337,Leisure
B00338,It Ends with Us — Library00338,Colleen Hoover,Romance,3,A38,LIB0000000338,Leisure
B00339,It Ends with Us — Library00339,Colleen Hoover,Romance,5,A39,LIB0000000339,Leisure
B00340,The Diary of a Young Girl — Library00340,Anne Frank,Biography,1,A40,LIB0000000340,Leisure
B00341,Murder on the Orient Express — Library00341,Agatha Christie,Mystery,4,A41,LIB0000000341,Leisure
B00342,Animal Farm — Library00342,George Orwell,Satire,3,A42,LIB0000000342,Leisure
B00343,Angels & Demons — Library00343,Dan Brown,Thriller,0,A43,LIB0000000343,Leisure
B00344,Animal Farm — Library00344,George Orwell,Satire,2,A44,LIB0000000344,Leisure
B00345,The Hunger Games — Library00345,Suzanne Collins,Dystopian,3,A45,LIB0000000345,Leisure
B00346,Rich Dad Poor Dad — Library00346,Robert Kiyosaki,Finance,4,A46,LIB0000000346,Academic
B00347,Murder on the Orient Express — Library00347,Agatha Christie,Mystery,5,A47,LIB0000000347,Leisure
B00348,To Kill a Mockingbird — Library00348,Harper Lee,Fiction,3,A48,LIB0000000348,Leisure
B00349,The Kite Runner — Library00349,Khaled Hosseini,Historical Fiction,3,A49,LIB0000000349,Leisure
B00350,It Ends with Us — Library00350,Colleen Hoover,Romance,1,A50,LIB0000000350,Leisure
B00351,The Da Vinci Code — Library00351,Dan Brown,Mystery,3,A1,LIB0000000351,Leisure
B00352,Rich Dad Poor Dad — Library00352,Robert Kiyosaki,Finance,5,A2,LIB0000000352,Academic
B00353,The Book Thief — Library00353,Markus Zusak,Historical Fiction,5,A3,LIB0000000353,Leisure
B00354,Percy Jackson: The Lightning Thief — Library00354,Rick Riordan,Fantasy,2,A4,LIB0000000354,Leisure
B00355,The Da Vinci Code — Library00355,Dan Brown,Mystery,5,A5,LIB0000000355,Leisure
B00356,The Silent Patient — Library00356,Alex Michaelides,Thriller,4,A6,LIB0000000356,Leisure
B00357,To Kill a Mockingbird — Library00357,Harper Lee,Fiction,0,A7,LIB0000000357,Leisure
B00358,Sapiens — Library00358,Yuval Noah Harari,History,1,A8,LIB0000000358,Leisure
B00359,It Ends with Us — Library00359,Colleen Hoover,Romance,2,A9,LIB0000000359,Leisure
B00360,Pride and Prejudice — Library00360,Jane Austen,Romance,1,A10,LIB0000000360,Leisure
B00361,The Alchemist — Library00361,Paulo Coelho,Fiction,0,A11,LIB0000000361,Leisure
B00362,The Hobbit — Library00362,J.R.R. Tolkien,Fantasy,1,A12,LIB0000000362,Leisure
B00363,A Thousand Splendid Suns — Library00363,Khaled Hosseini,Historical Fiction,4,A13,LIB0000000363,Leisure
B00364,Educated — Library00364,Tara Westover,Memoir,0,A14,LIB0000000364,Leisure
B00365,The Kite Runner — Library00365,Khaled Hosseini,Historical Fiction,3,A15,LIB0000000365,Leisure
B00366,The Diary of a Young Girl — Library00366,Anne Frank,Biography,5,A16,LIB0000000366,Leisure
B00367,Sherlock Holmes — Library00367,Arthur Conan Doyle,Mystery,1,A17,LIB0000000367,Leisure
B00368,The Midnight Library — Library00368,Matt Haig,Fiction,5,A18,LIB0000000368,Leisure
B00369,The Catcher in the Rye — Library00369,J.D. Salinger,Coming-of-Age,3,A19,LIB0000000369,Leisure
B00370,The Catcher in the Rye — Library00370,J.D. Salinger,Coming-of-Age,1,A20,LIB0000000370,Leisure
B00371,The Alchemist — Library00371,Paulo Coelho,Fiction,5,A21,LIB0000000371,Leisure
B00372,The Midnight Library — Library00372,Matt Haig,Fiction,0,A22,LIB0000000372,Leisure
B00373,The Diary of a Young Girl — Library00373,Anne Frank,Biography,0,A23,LIB0000000373,Leisure
B00374,The Psychology of Money — Library00374,Morgan Housel,Finance,3,A24,LIB0000000374,Academic
B00375,Pride and Prejudice — Library00375,Jane Austen,Romance,1,A25,LIB0000000375,Leisure
B00376,Rich Dad Poor Dad — Library00376,Robert Kiyosaki,Finance,5,A26,LIB0000000376,Academic
B00377,The Da Vinci Code — Library00377,Dan Brown,Mystery,3,A27,LIB0000000377,Leisure
B00378,The Hobbit — Library00378,J.R.R. Tolkien,Fantasy,4,A28,LIB0000000378,Leisure
B00379,Pride and Prejudice — Library00379,Jane Austen,Romance,0,A29,LIB0000000379,Leisure
B00380,The Kite Runner — Library00380,Khaled Hosseini,Historical Fiction,1,A30,LIB0000000380,Leisure
B00381,Rich Dad Poor Dad — Library00381,Robert Kiyosaki,Finance,3,A31,LIB0000000381,Academic
B00382,It Ends with Us — Library00382,Colleen Hoover,Romance,4,A32,LIB0000000382,Leisure
B00383,Angels & Demons — Library00383,Dan Brown,Thriller,4,A33,LIB0000000383,Leisure
B00384,To Kill a Mockingbird — Library00384,Harper Lee,Fiction,3,A34,LIB0000000384,Leisure
B00385,Murder on the Orient Express — Library00385,Agatha Christie,Mystery,5,A35,LIB0000000385,Leisure
B00386,The Diary of a Young Girl — Library00386,Anne Frank,Biography,4,A36,LIB0000000386,Leisure
B00387,The Fault in Our Stars — Library00387,John Green,Romance,4,A37,LIB0000000387,Leisure
B00388,The Kite Runner — Library00388,Khaled Hosseini,Historical Fiction,1,A38,LIB0000000388,Leisure
B00389,Atomic Habits — Library00389,James Clear,Self-Help,3,A39,LIB0000000389,Leisure
B00390,The Kite Runner — Library00390,Khaled Hosseini,Historical Fiction,2,A40,LIB0000000390,Leisure
B00391,The Psychology of Money — Library00391,Morgan Housel,Finance,1,A41,LIB0000000391,Academic
B00392,Sapiens — Library00392,Yuval Noah Harari,History,5,A42,LIB0000000392,Leisure
B00393,1984 — Library00393,George Orwell,Dystopian,4,A43,LIB0000000393,Leisure
B00394,A Thousand Splendid Suns — Library00394,Khaled Hosseini,Historical Fiction,5,A44,LIB0000000394,Leisure
B00395,Pride and Prejudice — Library00395,Jane Austen,Romance,2,A45,LIB0000000395,Leisure
B00396,The Kite Runner — Library00396,Khaled Hosseini,Historical Fiction,0,A46,LIB0000000396,Leisure
B00397,The Midnight Library — Library00397,Matt Haig,Fiction,2,A47,LIB0000000397,Leisure
B00398,Pride and Prejudice — Library00398,Jane Austen,Romance,2,A48,LIB0000000398,Leisure
B00399,To Kill a Mockingbird — Library00399,Harper Lee,Fiction,2,A49,LIB0000000399,Leisure
B00400,The Diary of a Young Girl — Library00400,Anne Frank,Biography,4,A50,LIB0000000400,Leisure
B00401,Percy Jackson: The Lightning Thief — Library00401,Rick Riordan,Fantasy,1,A1,LIB0000000401,Leisure
B00402,The Alchemist — Library00402,Paulo Coelho,Fiction,1,A2,LIB0000000402,Leisure
B00403,The Catcher in the Rye — Library00403,J.D. Salinger,Coming-of-Age,5,A3,LIB0000000403,Leisure
B00404,The Alchemist — Library00404,Paulo Coelho,Fiction,5,A4,LIB0000000404,Leisure
B00405,The Hunger Games — Library00405,Suzanne Collins,Dystopian,0,A5,LIB0000000405,Leisure
B00406,The Fault in Our Stars — Library00406,John Green,Romance,3,A6,LIB0000000406,Leisure
B00407,To Kill a Mockingbird — Library00407,Harper Lee,Fiction,4,A7,LIB0000000407,Leisure
B00408,The Kite Runner — Library00408,Khaled Hosseini,Historical Fiction,3,A8,LIB0000000408,Leisure
B00409,The Hobbit — Library00409,J.R.R. Tolkien,Fantasy,1,A9,LIB0000000409,Leisure
B00410,Sapiens — Library00410,Yuval Noah Harari,History,3,A10,LIB0000000410,Leisure
B00411,The Catcher in the Rye — Library00411,J.D. Salinger,Coming-of-Age,4,A11,LIB0000000411,Leisure
B00412,The Midnight Library — Library00412,Matt Haig,Fiction,0,A12,LIB0000000412,Leisure
B00413,Educated — Library00413,Tara Westover,Memoir,4,A13,LIB0000000413,Leisure
B00414,The Catcher in the Rye — Library00414,J.D. Salinger,Coming-of-Age,3,A14,LIB0000000414,Leisure
B00415,Harry Potter and the Philosopher's Stone — Library00415,J.K. Rowling,Fantasy,2,A15,LIB0000000415,Leisure
B00416,Animal Farm — Library00416,George Orwell,Satire,3,A16,LIB0000000416,Leisure
B00417,Educated — Library00417,Tara Westover,Memoir,3,A17,LIB0000000417,Leisure
B00418,Angels & Demons — Library00418,Dan Brown,Thriller,5,A18,LIB0000000418,Leisure
B00419,Atomic Habits — Library00419,James Clear,Self-Help,4,A19,LIB0000000419,Leisure
B00420,Rich Dad Poor Dad — Library00420,Robert Kiyosaki,Finance,4,A20,LIB0000000420,Academic
B00421,The Diary of a Young Girl — Library00421,Anne Frank,Biography,1,A21,LIB0000000421,Leisure
B00422,A Thousand Splendid Suns — Library00422,Khaled Hosseini,Historical Fiction,1,A22,LIB0000000422,Leisure
B00423,1984 — Library00423,George Orwell,Dystopian,3,A23,LIB0000000423,Leisure
B00424,A Thousand Splendid Suns — Library00424,Khaled Hosseini,Historical Fiction,0,A24,LIB0000000424,Leisure
B00425,The Catcher in the Rye — Library00425,J.D. Salinger,Coming-of-Age,2,A25,LIB0000000425,Leisure
B00426,It Ends with Us — Library00426,Colleen Hoover,Romance,5,A26,LIB0000000426,Leisure
B00427,Rich Dad Poor Dad — Library00427,Robert Kiyosaki,Finance,3,A27,LIB0000000427,Academic
B00428,Atomic Habits — Library00428,James Clear,Self-Help,1,A28,LIB0000000428,Leisure
B00429,Sapiens — Library00429,Yuval Noah Harari,History,3,A29,LIB0000000429,Leisure
B00430,Ikigai — Library00430,Héctor García,Self-Help,1,A30,LIB0000000430,Leisure
B00431,Murder on the Orient Express — Library00431,Agatha Christie,Mystery,4,A31,LIB0000000431,Leisure
B00432,Harry Potter and the Philosopher's Stone — Library00432,J.K. Rowling,Fantasy,3,A32,LIB0000000432,Leisure
B00433,Sherlock Holmes — Library00433,Arthur Conan Doyle,Mystery,4,A33,LIB0000000433,Leisure
B00434,It Ends with Us — Library00434,Colleen Hoover,Romance,0,A34,LIB0000000434,Leisure
B00435,Percy Jackson: The Lightning Thief — Library00435,Rick Riordan,Fantasy,5,A35,LIB0000000435,Leisure
B00436,The Fault in Our Stars — Library00436,John Green,Romance,1,A36,LIB0000000436,Leisure
B00437,Educated — Library00437,Tara Westover,Memoir,3,A37,LIB0000000437,Leisure
B00438,The Book Thief — Library00438,Markus Zusak,Historical Fiction,0,A38,LIB0000000438,Leisure
B00439,1984 — Library00439,George Orwell,Dystopian,3,A39,LIB0000000439,Leisure
B00440,To Kill a Mockingbird — Library00440,Harper Lee,Fiction,1,A40,LIB0000000440,Leisure
B00441,The Kite Runner — Library00441,Khaled Hosseini,Historical Fiction,2,A41,LIB0000000441,Leisure
B00442,To Kill a Mockingbird — Library00442,Harper Lee,Fiction,3,A42,LIB0000000442,Leisure
B00443,1984 — Library00443,George Orwell,Dystopian,3,A43,LIB0000000443,Leisure
B00444,1984 — Library00444,George Orwell,Dystopian,0,A44,LIB0000000444,Leisure
B00445,A Thousand Splendid Suns — Library00445,Khaled Hosseini,Historical Fiction,0,A45,LIB0000000445,Leisure
B00446,Atomic Habits — Library00446,James Clear,Self-Help,4,A46,LIB0000000446,Leisure
B00447,The Hobbit — Library00447,J.R.R. Tolkien,Fantasy,2,A47,LIB0000000447,Leisure
B00448,Pride and Prejudice — Library00448,Jane Austen,Romance,5,A48,LIB0000000448,Leisure
B00449,Percy Jackson: The Lightning Thief — Library00449,Rick Riordan,Fantasy,5,A49,LIB0000000449,Leisure
B00450,The Hobbit — Library00450,J.R.R. Tolkien,Fantasy,0,A50,LIB0000000450,Leisure
B00451,Pride and Prejudice — Library00451,Jane Austen,Romance,1,A1,LIB0000000451,Leisure
B00452,Sapiens — Library00452,Yuval Noah Harari,History,0,A2,LIB0000000452,Leisure
B00453,Murder on the Orient Express — Library00453,Agatha Christie,Mystery,1,A3,LIB0000000453,Leisure
B00454,Pride and Prejudice — Library00454,Jane Austen,Romance,1,A4,LIB0000000454,Leisure
B00455,A Thousand Splendid Suns — Library00455,Khaled Hosseini,Historical Fiction,5,A5,LIB0000000455,Leisure
B00456,"The Lion, the Witch and the Wardrobe — Library00456",C.S. Lewis,Fantasy,4,A6,LIB0000000456,Leisure
B00457,The Hunger Games — Library00457,Suzanne Collins,Dystopian,3,A7,LIB0000000457,Leisure
B00458,The Midnight Library — Library00458,Matt Haig,Fiction,2,A8,LIB0000000458,Leisure
B00459,The Psychology of Money — Library00459,Morgan Housel,Finance,2,A9,LIB0000000459,Academic
B00460,The Book Thief — Library00460,Markus Zusak,Historical Fiction,4,A10,LIB0000000460,Leisure
B00461,Murder on the Orient Express — Library00461,Agatha Christie,Mystery,5,A11,LIB0000000461,Leisure
B00462,The Midnight Library — Library00462,Matt Haig,Fiction,0,A12,LIB0000000462,Leisure
B00463,The Psychology of Money — Library00463,Morgan Housel,Finance,1,A13,LIB0000000463,Academic
B00464,Animal Farm — Library00464,George Orwell,Satire,0,A14,LIB0000000464,Leisure
B00465,Sherlock Holmes — Library00465,Arthur Conan Doyle,Mystery,0,A15,LIB0000000465,Leisure
B00466,Ikigai — Library00466,Héctor García,Self-Help,2,A16,LIB0000000466,Leisure
B00467,Sherlock Holmes — Library00467,Arthur Conan Doyle,Mystery,5,A17,LIB0000000467,Leisure
B00468,Ikigai — Library00468,Héctor García,Self-Help,3,A18,LIB0000000468,Leisure
B00469,The Catcher in the Rye — Library00469,J.D. Salinger,Coming-of-Age,5,A19,LIB0000000469,Leisure
B00470,The Hunger Games — Library00470,Suzanne Collins,Dystopian,0,A20,LIB0000000470,Leisure
B00471,Sherlock Holmes — Library00471,Arthur Conan Doyle,Mystery,5,A21,LIB0000000471,Leisure
B00472,Sapiens — Library00472,Yuval Noah Harari,History,5,A22,LIB0000000472,Leisure
B00473,Pride and Prejudice — Library00473,Jane Austen,Romance,0,A23,LIB0000000473,Leisure
B00474,The Midnight Library — Library00474,Matt Haig,Fiction,2,A24,LIB0000000474,Leisure
B00475,Educated — Library00475,Tara Westover,Memoir,5,A25,LIB0000000475,Leisure
B00476,Murder on the Orient Express — Library00476,Agatha Christie,Mystery,0,A26,LIB0000000476,Leisure
